buyyear,sellyear,sector,rendite,strategy
2010,2025,Utilities,11.65,value_score
2011,2012,Utilities,3.37,momentum_score
2011,2012,Utilities,2.49,value_score
2011,2013,Utilities,8.25,momentum_score
2011,2013,Utilities,9.04,value_score
2011,2014,Utilities,14.35,momentum_score
2011,2014,Utilities,14.2,value_score
2011,2015,Utilities,10.42,momentum_score
2011,2015,Utilities,7.79,value_score
2011,2016,Utilities,12.18,momentum_score
2011,2016,Utilities,9.84,value_score
2011,2017,Utilities,12.66,momentum_score
2011,2017,Utilities,11.52,value_score
2011,2018,Utilities,11.64,momentum_score
2011,2018,Utilities,11.76,value_score
2011,2019,Utilities,12.98,momentum_score
2011,2019,Utilities,13.06,value_score
2011,2020,Utilities,10.72,momentum_score
2011,2020,Utilities,10.91,value_score
2011,2021,Utilities,11.48,momentum_score
2011,2021,Utilities,11.59,value_score
2011,2022,Utilities,10.74,momentum_score
2011,2022,Utilities,10.75,value_score
2011,2023,Utilities,9.38,momentum_score
2011,2023,Utilities,9.39,value_score
2011,2024,Utilities,10.18,momentum_score
2011,2024,Utilities,10.74,value_score
2011,2025,Utilities,10.46,momentum_score
2011,2025,Utilities,11.89,value_score
2012,2013,Utilities,17.65,momentum_score
2012,2013,Utilities,13.18,value_score
2012,2014,Utilities,23.56,momentum_score
2012,2014,Utilities,19.55,value_score
2012,2015,Utilities,14.19,momentum_score
2012,2015,Utilities,10.0,value_score
2012,2016,Utilities,15.27,momentum_score
2012,2016,Utilities,12.09,value_score
2012,2017,Utilities,16.2,momentum_score
2012,2017,Utilities,12.35,value_score
2012,2018,Utilities,14.73,momentum_score
2012,2018,Utilities,11.73,value_score
2012,2019,Utilities,16.26,momentum_score
2012,2019,Utilities,13.19,value_score
2012,2020,Utilities,14.16,momentum_score
2012,2020,Utilities,10.29,value_score
2012,2021,Utilities,14.16,momentum_score
2012,2021,Utilities,11.38,value_score
2012,2022,Utilities,12.44,momentum_score
2012,2022,Utilities,10.81,value_score
2012,2023,Utilities,10.72,momentum_score
2012,2023,Utilities,8.94,value_score
2012,2024,Utilities,11.88,momentum_score
2012,2024,Utilities,9.98,value_score
2012,2025,Utilities,12.6,momentum_score
2012,2025,Utilities,10.47,value_score
2013,2014,Utilities,22.66,momentum_score
2013,2014,Utilities,27.22,value_score
2013,2015,Utilities,7.66,momentum_score
2013,2015,Utilities,9.37,value_score
2013,2016,Utilities,11.91,momentum_score
2013,2016,Utilities,13.67,value_score
2013,2017,Utilities,14.33,momentum_score
2013,2017,Utilities,14.18,value_score
2013,2018,Utilities,13.68,momentum_score
2013,2018,Utilities,12.74,value_score
2013,2019,Utilities,15.41,momentum_score
2013,2019,Utilities,14.1,value_score
2013,2020,Utilities,13.46,momentum_score
2013,2020,Utilities,11.49,value_score
2013,2021,Utilities,13.85,momentum_score
2013,2021,Utilities,11.92,value_score
2013,2022,Utilities,12.31,momentum_score
2013,2022,Utilities,11.29,value_score
2013,2023,Utilities,10.03,momentum_score
2013,2023,Utilities,9.24,value_score
2013,2024,Utilities,11.17,momentum_score
2013,2024,Utilities,9.68,value_score
2013,2025,Utilities,12.2,momentum_score
2013,2025,Utilities,10.0,value_score
2014,2015,Utilities,-4.14,momentum_score
2014,2015,Utilities,-12.24,value_score
2014,2016,Utilities,7.43,momentum_score
2014,2016,Utilities,3.01,value_score
2014,2017,Utilities,8.26,momentum_score
2014,2017,Utilities,8.34,value_score
2014,2018,Utilities,6.72,momentum_score
2014,2018,Utilities,9.06,value_score
2014,2019,Utilities,9.53,momentum_score
2014,2019,Utilities,11.57,value_score
2014,2020,Utilities,7.22,momentum_score
2014,2020,Utilities,9.24,value_score
2014,2021,Utilities,8.06,momentum_score
2014,2021,Utilities,9.99,value_score
2014,2022,Utilities,7.56,momentum_score
2014,2022,Utilities,9.12,value_score
2014,2023,Utilities,6.22,momentum_score
2014,2023,Utilities,7.71,value_score
2014,2024,Utilities,7.75,momentum_score
2014,2024,Utilities,9.22,value_score
2014,2025,Utilities,7.97,momentum_score
2014,2025,Utilities,10.51,value_score
2015,2016,Utilities,15.21,momentum_score
2015,2016,Utilities,18.38,value_score
2015,2017,Utilities,13.63,momentum_score
2015,2017,Utilities,20.99,value_score
2015,2018,Utilities,9.03,momentum_score
2015,2018,Utilities,16.74,value_score
2015,2019,Utilities,13.78,momentum_score
2015,2019,Utilities,17.38,value_score
2015,2020,Utilities,11.05,momentum_score
2015,2020,Utilities,12.17,value_score
2015,2021,Utilities,11.65,momentum_score
2015,2021,Utilities,13.23,value_score
2015,2022,Utilities,10.32,momentum_score
2015,2022,Utilities,11.12,value_score
2015,2023,Utilities,7.8,momentum_score
2015,2023,Utilities,10.92,value_score
2015,2024,Utilities,9.02,momentum_score
2015,2024,Utilities,13.41,value_score
2015,2025,Utilities,9.54,momentum_score
2015,2025,Utilities,15.17,value_score
2016,2017,Utilities,12.59,momentum_score
2016,2017,Utilities,13.64,value_score
2016,2018,Utilities,9.76,momentum_score
2016,2018,Utilities,12.82,value_score
2016,2019,Utilities,13.89,momentum_score
2016,2019,Utilities,17.77,value_score
2016,2020,Utilities,10.5,momentum_score
2016,2020,Utilities,11.79,value_score
2016,2021,Utilities,12.12,momentum_score
2016,2021,Utilities,12.84,value_score
2016,2022,Utilities,10.6,momentum_score
2016,2022,Utilities,11.99,value_score
2016,2023,Utilities,7.41,momentum_score
2016,2023,Utilities,8.21,value_score
2016,2024,Utilities,7.38,momentum_score
2016,2024,Utilities,8.83,value_score
2016,2025,Utilities,7.85,momentum_score
2016,2025,Utilities,9.77,value_score
2017,2018,Utilities,9.11,momentum_score
2017,2018,Utilities,1.03,value_score
2017,2019,Utilities,16.36,momentum_score
2017,2019,Utilities,10.03,value_score
2017,2020,Utilities,12.22,momentum_score
2017,2020,Utilities,6.55,value_score
2017,2021,Utilities,13.38,momentum_score
2017,2021,Utilities,9.69,value_score
2017,2022,Utilities,9.51,momentum_score
2017,2022,Utilities,8.16,value_score
2017,2023,Utilities,7.04,momentum_score
2017,2023,Utilities,5.31,value_score
2017,2024,Utilities,9.63,momentum_score
2017,2024,Utilities,6.7,value_score
2017,2025,Utilities,11.74,momentum_score
2017,2025,Utilities,7.17,value_score
2018,2019,Utilities,27.45,momentum_score
2018,2019,Utilities,14.21,value_score
2018,2020,Utilities,12.76,momentum_score
2018,2020,Utilities,8.82,value_score
2018,2021,Utilities,14.95,momentum_score
2018,2021,Utilities,11.41,value_score
2018,2022,Utilities,11.24,momentum_score
2018,2022,Utilities,9.8,value_score
2018,2023,Utilities,6.49,momentum_score
2018,2023,Utilities,4.69,value_score
2018,2024,Utilities,9.15,momentum_score
2018,2024,Utilities,5.88,value_score
2018,2025,Utilities,11.6,momentum_score
2018,2025,Utilities,7.05,value_score
2019,2020,Utilities,1.33,momentum_score
2019,2020,Utilities,-2.71,value_score
2019,2021,Utilities,8.49,momentum_score
2019,2021,Utilities,6.18,value_score
2019,2022,Utilities,6.0,momentum_score
2019,2022,Utilities,4.39,value_score
2019,2023,Utilities,1.5,momentum_score
2019,2023,Utilities,1.93,value_score
2019,2024,Utilities,3.69,momentum_score
2019,2024,Utilities,5.42,value_score
2019,2025,Utilities,4.85,momentum_score
2019,2025,Utilities,9.0,value_score
2020,2021,Utilities,14.63,momentum_score
2020,2021,Utilities,15.76,value_score
2020,2022,Utilities,7.06,momentum_score
2020,2022,Utilities,6.44,value_score
2020,2023,Utilities,0.33,momentum_score
2020,2023,Utilities,2.09,value_score
2020,2024,Utilities,3.52,momentum_score
2020,2024,Utilities,7.65,value_score
2020,2025,Utilities,5.11,momentum_score
2020,2025,Utilities,11.18,value_score
2021,2022,Utilities,0.38,momentum_score
2021,2022,Utilities,-1.24,value_score
2021,2023,Utilities,-3.85,momentum_score
2021,2023,Utilities,-2.72,value_score
2021,2024,Utilities,2.28,momentum_score
2021,2024,Utilities,5.61,value_score
2021,2025,Utilities,5.68,momentum_score
2021,2025,Utilities,10.3,value_score
